,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AvgScore
508,female,group C,high school,standard,completed,divorced,regularly,yes,4,private,NotStated,91,100,100,97
509,male,group B,some high school,standard,NotStated,NotStated,never,yes,3,school_bus,< 10,88,85,83,85.33333333
510,female,group C,some college,standard,completed,married,never,no,2,private,< 10,80,95,92,89
511,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,3,school_bus,< 10,53,49,44,48.66666667
513,male,group C,master's degree,standard,completed,divorced,sometimes,no,2,school_bus,< 10,86,86,84,85.33333333
514,female,group C,some college,standard,none,married,sometimes,yes,1,private,< 10,55,59,56,56.66666667
515,male,group C,Others,standard,completed,single,sometimes,yes,5,school_bus,> 10,73,75,71,73
516,female,NotStated,some college,standard,none,married,regularly,yes,0,school_bus,< 5,70,73,81,74.66666667
517,male,group D,some college,free/reduced,none,married,sometimes,yes,2,school_bus,< 10,62,66,63,63.66666667
518,male,group B,bachelor's degree,standard,none,married,NotStated,yes,2,school_bus,< 10,68,73,70,70.33333333
519,male,group D,some high school,standard,none,single,sometimes,yes,5,private,< 5,66,51,56,57.66666667
520,male,group C,some high school,standard,NotStated,married,sometimes,no,3,school_bus,> 10,91,89,89,89.66666667
521,female,group C,some college,standard,none,married,NotStated,yes,NotStated,school_bus,< 10,54,62,64,60
522,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,0,private,> 10,65,71,72,69.33333333
523,female,group A,high school,standard,none,divorced,sometimes,yes,4,private,< 10,38,39,44,40.33333333
524,male,group C,some high school,standard,none,divorced,never,yes,0,private,< 10,66,65,58,63
525,female,group D,bachelor's degree,standard,none,married,never,yes,2,private,< 10,86,98,96,93.33333333
526,male,group B,Others,standard,NotStated,single,sometimes,yes,1,private,< 5,70,65,65,66.66666667
527,female,group B,associate's degree,standard,completed,divorced,regularly,NotStated,0,private,< 10,89,95,100,94.66666667
528,male,group B,some college,free/reduced,none,married,NotStated,yes,1,private,< 5,49,49,49,49
529,female,group D,some college,free/reduced,none,divorced,sometimes,yes,5,school_bus,< 5,40,59,56,51.66666667
530,male,group B,some high school,standard,none,divorced,sometimes,no,4,Others,< 5,37,31,24,30.66666667
531,male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,4,school_bus,< 10,54,60,53,55.66666667
533,male,group C,associate's degree,free/reduced,completed,married,regularly,no,1,school_bus,NotStated,83,69,70,74
534,male,group C,associate's degree,standard,none,divorced,sometimes,yes,2,private,< 10,67,62,59,62.66666667
535,female,group B,associate's degree,free/reduced,none,married,NotStated,yes,0,private,< 10,43,58,57,52.66666667
537,female,group B,Others,standard,none,married,NotStated,yes,0,private,NotStated,85,91,94,90
538,male,group B,high school,standard,completed,married,regularly,yes,2,private,> 10,80,75,71,75.33333333
539,male,group C,master's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,55,66,63,61.33333333
540,male,group E,associate's degree,standard,completed,divorced,sometimes,no,4,private,> 10,100,98,100,99.33333333
541,male,group D,associate's degree,standard,none,married,sometimes,no,1,private,< 10,58,55,43,52
542,female,group D,master's degree,standard,none,married,never,no,1,school_bus,< 5,58,71,70,66.33333333
543,female,NotStated,high school,standard,none,married,regularly,yes,0,school_bus,< 10,71,76,76,74.33333333
544,female,group A,some high school,standard,none,married,sometimes,no,4,school_bus,< 10,67,62,61,63.33333333
545,female,group D,some high school,free/reduced,none,single,sometimes,yes,1,school_bus,< 10,26,39,37,34
546,male,group D,bachelor's degree,standard,completed,married,sometimes,no,2,Others,< 5,70,72,72,71.33333333
547,male,group B,bachelor's degree,standard,none,married,never,yes,4,private,> 10,70,64,65,66.33333333
548,male,group C,Others,standard,none,married,sometimes,yes,3,school_bus,< 10,94,84,84,87.33333333
549,male,group D,some high school,free/reduced,NotStated,divorced,regularly,yes,0,school_bus,< 10,76,69,68,71
550,female,group C,high school,free/reduced,none,married,regularly,no,2,school_bus,< 5,39,50,51,46.66666667
551,female,group B,bachelor's degree,standard,none,married,regularly,no,7,private,> 10,63,69,65,65.66666667
552,male,group C,high school,standard,none,divorced,sometimes,yes,1,school_bus,NotStated,86,84,84,84.66666667
553,female,group E,some high school,standard,none,divorced,regularly,yes,3,private,< 10,72,71,72,71.66666667
554,female,group D,master's degree,free/reduced,none,single,sometimes,yes,2,private,> 10,57,67,67,63.66666667
555,female,group D,some college,standard,none,married,regularly,no,2,school_bus,> 10,58,70,70,66
556,male,group D,Others,standard,completed,married,sometimes,no,4,school_bus,< 10,63,69,68,66.66666667
557,male,group D,some college,free/reduced,none,divorced,regularly,yes,2,private,> 10,74,64,61,66.33333333
558,female,group C,some college,free/reduced,none,married,regularly,yes,0,school_bus,> 10,75,85,85,81.66666667
559,male,group C,bachelor's degree,free/reduced,NotStated,divorced,sometimes,yes,0,school_bus,< 10,50,59,59,56
560,female,group B,high school,standard,none,NotStated,regularly,no,2,school_bus,< 10,54,56,58,56
561,female,group B,Others,free/reduced,none,married,sometimes,yes,1,school_bus,< 10,52,52,55,53
562,male,group D,high school,standard,completed,single,sometimes,yes,3,Others,< 10,75,73,72,73.33333333
563,male,group D,some college,standard,none,married,regularly,yes,1,private,< 10,82,72,65,73
565,female,group C,master's degree,standard,completed,married,regularly,no,1,private,< 10,72,73,87,77.33333333
566,male,group A,Others,free/reduced,none,married,regularly,no,4,school_bus,> 10,56,57,43,52
567,male,group C,associate's degree,standard,completed,married,sometimes,yes,1,private,> 10,87,79,80,82
568,male,group E,some college,free/reduced,none,married,regularly,NotStated,1,school_bus,< 5,55,71,64,63.33333333
569,female,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,5,private,> 10,51,63,57,57
570,male,group D,associate's degree,free/reduced,completed,married,regularly,yes,2,school_bus,< 10,82,92,88,87.33333333
571,female,group D,master's degree,standard,none,single,never,no,5,Others,< 10,63,69,77,69.66666667
572,female,group C,some high school,free/reduced,none,single,sometimes,yes,1,private,< 5,12,25,14,17
573,female,group D,high school,standard,none,married,regularly,no,3,private,< 5,46,53,55,51.33333333
574,female,group C,associate's degree,standard,none,single,sometimes,yes,6,private,< 10,47,61,60,56
575,male,NotStated,associate's degree,free/reduced,none,married,never,yes,1,school_bus,< 10,37,45,38,40
576,male,group C,some college,free/reduced,completed,married,regularly,yes,2,private,< 10,54,53,58,55
577,female,group E,some high school,standard,none,married,never,no,2,private,< 10,75,68,73,72
578,male,group D,high school,standard,none,divorced,sometimes,yes,4,private,< 10,51,59,54,54.66666667
579,female,group C,some college,standard,none,married,sometimes,yes,4,school_bus,< 10,75,68,69,70.66666667
580,female,group B,bachelor's degree,standard,completed,married,never,yes,4,school_bus,< 10,55,65,60,60
581,female,group A,high school,standard,NotStated,single,never,no,1,school_bus,< 10,34,55,53,47.33333333
582,male,group B,high school,standard,completed,single,regularly,yes,0,school_bus,> 10,84,84,81,83
583,male,group D,some high school,standard,none,married,sometimes,yes,1,school_bus,< 10,59,60,52,57
584,male,NotStated,some college,standard,completed,single,regularly,yes,3,private,< 10,84,70,71,75
585,male,group C,associate's degree,standard,completed,divorced,sometimes,no,4,private,< 5,82,69,70,73.66666667
586,female,group D,bachelor's degree,standard,none,married,regularly,yes,2,private,< 10,83,99,96,92.66666667
587,male,group A,some college,standard,none,married,regularly,yes,4,school_bus,< 10,75,72,64,70.33333333
588,male,group D,high school,standard,none,single,sometimes,yes,0,private,< 10,96,88,85,89.66666667
589,female,group D,master's degree,standard,completed,divorced,never,no,NotStated,school_bus,< 10,80,78,87,81.66666667
590,male,group C,Others,free/reduced,none,married,sometimes,no,1,school_bus,> 10,82,86,81,83
591,male,NotStated,some college,standard,none,married,regularly,no,5,school_bus,< 5,66,57,56,59.66666667
592,male,group C,high school,free/reduced,none,married,regularly,yes,2,school_bus,< 10,37,37,32,35.33333333
593,male,group C,bachelor's degree,standard,none,single,sometimes,NotStated,1,school_bus,> 10,84,75,73,77.33333333
594,male,group C,high school,free/reduced,none,single,sometimes,no,NotStated,school_bus,< 10,54,45,43,47.33333333
595,female,group C,some college,free/reduced,completed,married,regularly,no,1,school_bus,< 5,62,77,78,72.33333333
596,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,NotStated,private,< 10,80,77,71,76
597,female,group B,some college,free/reduced,none,single,sometimes,yes,4,school_bus,< 5,55,71,64,63.33333333
598,female,group E,master's degree,standard,none,divorced,sometimes,no,1,private,< 10,82,83,84,83
599,female,group B,some college,free/reduced,none,single,never,no,2,private,> 10,46,45,48,46.33333333
600,female,group B,Others,standard,completed,divorced,regularly,yes,0,Others,< 5,66,70,73,69.66666667
601,female,group E,associate's degree,standard,none,divorced,regularly,no,5,school_bus,< 10,60,65,63,62.66666667
602,female,group C,high school,free/reduced,none,single,regularly,no,4,private,< 5,68,74,73,71.66666667
603,female,group C,master's degree,standard,none,married,never,yes,0,Others,< 10,39,45,49,44.33333333
604,female,group B,high school,standard,none,single,sometimes,yes,4,private,< 5,50,54,54,52.66666667
605,female,group D,Others,standard,none,single,regularly,no,1,school_bus,< 10,69,65,71,68.33333333
606,male,group A,associate's degree,free/reduced,completed,single,sometimes,no,4,private,< 10,39,50,40,43
607,female,group C,some high school,standard,none,widowed,regularly,no,1,private,> 10,76,85,85,82
608,female,group D,Others,free/reduced,completed,single,sometimes,no,3,private,< 10,48,62,67,59
609,male,group C,some college,standard,none,widowed,sometimes,yes,3,school_bus,< 5,74,74,70,72.66666667
610,female,group D,some college,standard,none,married,regularly,no,2,private,> 10,60,61,59,60
611,male,group B,some college,free/reduced,none,married,sometimes,yes,NotStated,school_bus,< 5,45,47,48,46.66666667
612,female,group D,some college,standard,completed,married,sometimes,yes,0,school_bus,< 5,69,74,77,73.33333333
613,female,group C,some high school,standard,completed,married,sometimes,yes,0,private,NotStated,58,61,66,61.66666667
614,female,group C,some high school,standard,none,single,regularly,yes,3,school_bus,< 10,78,84,87,83
615,male,group E,high school,standard,none,married,regularly,yes,0,school_bus,< 10,79,69,68,72
616,male,group A,bachelor's degree,standard,none,married,sometimes,yes,0,Others,NotStated,95,94,92,93.66666667
617,female,group E,associate's degree,standard,none,married,sometimes,no,3,school_bus,< 10,71,71,71,71
618,male,group D,some high school,standard,none,married,regularly,yes,1,Others,< 10,62,66,70,66
619,female,group C,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,73,86,88,82.33333333
620,female,group C,high school,standard,none,married,regularly,no,2,school_bus,< 5,65,89,83,79
621,male,group B,some college,standard,none,married,sometimes,yes,4,private,< 10,75,76,75,75.33333333
622,male,group C,bachelor's degree,standard,none,divorced,never,yes,0,school_bus,< 5,65,66,60,63.66666667
623,female,group A,some high school,free/reduced,none,married,sometimes,yes,3,private,< 10,35,51,50,45.33333333
624,female,group C,associate's degree,standard,none,single,regularly,yes,5,private,< 10,70,80,77,75.66666667
625,female,group C,associate's degree,free/reduced,completed,divorced,NotStated,yes,1,school_bus,> 10,80,90,93,87.66666667
626,male,group A,some high school,free/reduced,none,married,regularly,yes,2,school_bus,> 10,71,74,66,70.33333333
627,female,group B,some high school,standard,completed,NotStated,NotStated,no,1,school_bus,> 10,51,59,54,54.66666667
628,male,group C,some college,standard,completed,single,sometimes,yes,0,private,< 5,41,56,52,49.66666667
629,male,group D,bachelor's degree,free/reduced,NotStated,single,regularly,no,1,school_bus,< 10,51,62,57,56.66666667
630,female,group D,high school,free/reduced,none,married,regularly,yes,2,private,< 10,54,57,60,57
631,female,group C,some high school,standard,completed,married,sometimes,yes,4,Others,< 10,54,70,65,63
632,male,group D,high school,standard,NotStated,married,sometimes,yes,3,school_bus,< 10,74,70,71,71.66666667
633,female,NotStated,Others,standard,completed,single,sometimes,NotStated,5,school_bus,< 5,60,75,78,71
634,male,group C,some high school,standard,completed,divorced,sometimes,yes,1,school_bus,> 10,75,76,78,76.33333333
635,male,group A,associate's degree,free/reduced,none,married,sometimes,no,4,school_bus,< 5,67,62,58,62.33333333
636,male,group A,high school,standard,none,divorced,NotStated,no,6,private,< 5,51,45,41,45.66666667
637,male,group C,high school,standard,NotStated,married,regularly,yes,1,Others,< 5,75,69,67,70.33333333
638,male,group B,associate's degree,free/reduced,NotStated,married,sometimes,yes,1,Others,< 5,67,59,54,60
639,male,group E,high school,standard,completed,divorced,sometimes,no,3,school_bus,< 5,84,74,76,78
640,male,group B,high school,free/reduced,none,single,sometimes,no,2,Others,< 5,74,70,65,69.66666667
641,male,group D,some high school,free/reduced,none,single,sometimes,yes,1,school_bus,> 10,62,68,63,64.33333333
642,male,group A,master's degree,standard,completed,married,sometimes,yes,1,private,> 10,80,69,71,73.33333333
